523.511, 265.955
521.831, 271.897
520.056, 277.813
517.988, 283.634
515.91, 289.451
514.071, 295.344
512.418, 301.295
510.765, 307.247
508.712, 313.059
506.315, 318.752
503.918, 324.445
501.585, 330.163
499.507, 335.98
497.43, 341.797
495.28, 347.588
493.059, 353.352
490.833, 359.113
488.572, 364.857
491.75, 366.083
497.669, 364.333
503.661, 362.835
509.654, 361.337
515.783, 360.755
521.952, 360.438
528.121, 360.122
534.29, 359.806
540.459, 359.489
546.628, 359.173
552.798, 359.104
558.971, 359.332
565.144, 359.561
571.316, 359.789
577.486, 360.061
583.615, 360.827
589.744, 361.593
595.874, 362.359
602.004, 363.118
608.138, 363.84
614.273, 364.562
620.412, 365.241
626.559, 365.856
632.729, 366
634.714, 367.859
633.61, 373.901
632.984, 380.045
630.907, 385.862
628.829, 391.679
626.908, 397.548
625.092, 403.452
623.275, 409.356
621.459, 415.26
619.637, 421.162
617.794, 427.058
615.952, 432.953
614.122, 438.853
612.306, 444.757
610.623, 450.696
609.283, 456.726
607.662, 462.685
606.261, 468.696
604, 474.375
603.624, 480.505
